ZipCode,MEAN_Total_Time,COUNT_Total_Time,STD_Total_Time
23488,151.345575,5,3.298003969
23511,18.44788032,5,6.618966853
23551,16.9148893,5,5.329141543
23651,21.9822296,5,4.874999487
23691,42.48941688,5,9.133472997
23709,12.84546313,5,5.941036321
23806,45.82536705,5,25.86464146
23827,99.34833525,5,2.401951676
23857,108.1314029,5,6.495318479
23879,87.74958367,5,11.96097793
23884,68.9160281,5,18.35681167
23889,75.01644604,5,25.21097554
23897,80.96875372,5,15.36164522
23899,78.0913754,5,2.459008153
23909,86.36381437,5,8.876411287
23915,108.2730915,5,2.319616705
23934,116.613098,5,27.28707002
23938,89.22553124,5,14.25566734
23943,92.64535329,5,8.579227661
23952,118.7926469,5,5.801082554
23963,109.6378055,5,28.52647561
23976,117.4309584,5,4.97164126
24058,116.6550578,5,46.38954494
24076,125.9665229,5,4.466671034
24077,61.53971167,5,41.66108339
24086,117.0421562,5,36.7859114
24093,122.5899605,5,30.86853897
24130,102.2899951,5,35.85867273
24131,120.8820117,5,39.4931895
24139,106.7220099,5,31.89616874
24167,119.0570212,5,32.39975593
24168,109.7641494,5,40.05886025
24217,219.1275734,5,19.58310177
24226,232.2998701,5,11.68142647
24239,215.0050543,5,19.23262322
24246,224.1994943,5,13.44700647
24269,228.224219,5,19.16512396
24280,175.4376911,5,26.89825219
24290,197.670702,5,22.59413106
24313,113.588497,5,38.17545058
24316,166.6709222,5,27.45926339
24351,106.0018451,5,5.597228283
24366,111.2062622,5,29.59094989
24374,127.1979341,5,27.780549
24377,161.2163452,5,26.43006684
24378,156.455704,5,22.26860302
24411,84.50712377,5,25.54447497
24412,131.2851019,5,13.590136
24413,145.48354,5,33.34199554
24415,66.51283498,5,8.893315825
24432,114.7815825,5,22.41834728
24433,122.0505195,5,28.84703821
24439,89.29861855,5,3.934045903
24442,98.79068086,5,28.84703821
24448,78.29833463,5,16.09896784
24457,93.95597534,5,12.81312162
24464,79.04418363,5,9.217639663
24473,76.80272124,5,3.442993244
24474,82.55782169,5,12.66807661
24476,63.63563232,5,11.45994789
24526,74.02748497,5,27.67264655
24536,74.55893963,5,30.45263546
24539,123.6606865,5,25.00816796
24562,92.1132047,5,26.69789792
24570,70.26131755,5,34.02247892
24581,81.09270732,5,27.24534444
24595,66.16999871,5,29.5470265
24601,183.1456123,5,30.27921696
24604,170.6260545,5,30.07082054
24606,152.0907009,5,30.72079284
24607,213.1790167,5,12.93189076
24612,177.0293466,5,30.07082054
24622,197.6933399,5,30.27921696
24635,141.5198316,5,30.72041127
24646,206.3660971,5,27.70520539
23440,,,
